"Id","MSSubClass","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","ScreenPorch","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","SalePrice","TotalSpaceSF","LotFA","RmsPerLivSpc","TotalBath","FPperSF","YearRemodAdd_tog","MasVnrArea_tog","BsmtFinSF1_tog","BsmtFinSF2_tog","GarageArea_tog","WoodDeckSF_tog","OpenPorchSF_tog","ScreenPorch_tog"
653,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",7,"5",1996,1996,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",1996,"RFn",2,512,"TA","TA","Y",0,120,0,"Low","None","None",0,"Med","Med_High",191000,2596,163.541434669349,0.00407925407925408,3,0.000385208012326656,1,0,0,0,1,0,1,0
654,50,"Othr","Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Fam","Low",6,"7",1906,1995,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","Low","Med",1906,"Unf",1,216,"TA","TA","Y",57,0,0,"Low","Med","None",0,"Med","Med_High",135000,2225,161.587400793602,0.00476514635806671,1,0,1,0,0,0,1,1,0,0
655,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",8,"6",1995,1995,"Med","Low","Med","Low","BrkFace",660,"Gd","Gd","Other","Gd","High","Gd","High",1696,0,"GasA","Ex","Y","High","Gd","High","TA","High",1995,"Fin",3,839,"TA","TA","Y",236,46,0,"Low","None","None",0,"Med","Med_High",350000,4222,193.161636635285,0.00331282536677709,3,0.000236854571293226,1,1,1,0,1,1,1,0
656,160,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","fmCon","High",6,"5",1971,1971,"Low","Low","High","High","BrkFace",381,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","Med",1971,"Unf",1,264,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med",88000,1617,61.9878030638384,0.00549450549450549,2,0,1,1,0,0,1,0,0,0
657,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"7",1959,2006,"Low","Low","High","Med","BrkFace",54,"Gd","TA","Stone","TA","High","No","Med",806,0,"GasA","Ex","Y","High","Gd","High","Low","High",1959,"RFn",1,312,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med_High",145500,2106,172.034993877143,0.00474833808167141,2,0,1,1,1,0,1,0,0,0
658,70,"RL","Pave","None","Reg","HLS","AllPub","NotCulD","Othr","Med_High","Fam","High",7,"6",1931,2000,"Low","Low","High","Low","None",0,"TA","Po","BrkTil","Gd","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","TA","High",1931,"RFn",1,270,"TA","TA","P",0,0,0,"Low","Med","None",0,"Med","Med_High",149000,2278,144.852813742386,0.00399467376830892,2,0.000438981562774363,1,0,0,0,1,0,0,0
659,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Low",6,"5",1948,1950,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","TA","High",1948,"Unf",1,330,"TA","TA","Y",192,0,0,"Low","None","None",0,"Med","Med",97500,2370,210.298904001507,0.00411522633744856,1,0.000421940928270042,0,0,0,0,1,1,0,0
660,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"7",1964,1999,"Med","Low","Med","Low","None",0,"TA","Gd","Other","TA","High","No","Low",637,0,"GasA","Ex","Y","High","TA","High","Low","Med",1968,"Fin",2,480,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med_High",167000,2972,174.684502306025,0.00471063257065949,1,0,1,0,1,0,1,0,0,0
661,60,"RL","Pave","None","Reg","Lvl","AllPub","CulD","Gtl","True_Med","Fam","High",7,"7",1976,1976,"Low","Low","Highest","Med","BrkFace",233,"TA","TA","Stone","Gd","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","TA","High",1976,"RFn",2,550,"TA","TA","Y",0,113,0,"Low","None","None",0,"Med","Med_High",197900,2728,187.652717021799,0.00361757105943152,3,0.000366568914956012,1,1,0,0,1,0,1,0
662,60,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Lux","Fam","High",8,"7",1994,2005,"Med","Low","VinylSd","VinylSd","BrkFace",528,"Gd","TA","Other","Gd","High","No","High",1361,180,"GasA","Ex","Y","High","Gd","High","TA","High",1994,"RFn",3,711,"TA","TA","Y",517,76,0,"Low","None","None",0,"Med","Med_High",402000,4077,267.844851687503,0.00326797385620915,3,0.000245278390973755,1,1,1,1,1,1,1,0
663,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",6,"Low",1968,1968,"Med","Low","Med","Low","BrkFace",216,"TA","TA","Stone","None","Med","No","Med",0,0,"GasA","Med","Y","High","TA","Low","TA","High",1968,"RFn",2,576,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",110000,2784,236.447413024077,0.00359195402298851,1,0.000718390804597701,1,1,0,0,1,0,0,0
664,85,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",4,"5",1972,1972,"Low","Low","Highest","Med","None",0,"TA","TA","Stone","Gd","High","Med","Low",920,180,"GasA","Med","Y","High","TA","High","Low","Med",1974,"RFn",2,588,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med_High",137500,2319,190.059982010792,0.00508044030482642,2,0,1,0,1,1,1,0,0,0
665,20,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","High","Fam","Med",8,"5",2005,2006,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Ex","High","Med","High",1721,0,"GasA","Ex","Y","High","Ex","High","Ex","High",2005,"Fin",3,1134,"TA","TA","Y",192,267,0,"Low","None","None",0,"High","High",423000,4174,193.554487996741,0.00381497377205532,2,0.000239578342117873,1,0,1,0,1,1,1,0
666,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",8,"5",2000,2000,"Low","Low","VinylSd","VinylSd","BrkFace",40,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",2000,"RFn",2,504,"TA","TA","Y",188,124,0,"Low","None","None",0,"Med","Med_High",230500,3342,211.801701309573,0.00361570247933884,3,0.000299222022740874,1,1,0,0,1,1,1,0
667,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","High",6,"5",1965,1979,"Med","Low","Highest","Med","None",113,"TA","Gd","Stone","Gd","High","No","Low",187,723,"GasA","Med","Y","High","TA","Med","Low","Low",1965,"Unf",2,596,"TA","TA","Y",0,265,0,"Low","None","None",0,"Med","Med",129000,3401,228.168749561966,0.00294117647058824,3,0.000294031167303734,1,1,1,1,1,0,1,0
668,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",6,"5",1994,1998,"Low","Low","High","Med","BrkFace",258,"TA","TA","Other","Gd","High","No","High",1138,0,"GasA","Ex","Y","High","Gd","High","Fa","High",1994,"RFn",2,575,"TA","TA","Y",224,42,0,"Low","None","None",0,"Med","Med_High",193500,3087,155.1387818866,0.00416914830256105,2,0.000323939099449304,1,1,1,0,1,1,1,0
669,20,"RL","Pave","None","Reg","Bnk","AllPub","NotCulD","Othr","Med_Low","Fam","Med",5,"6",1956,1987,"Low","Low","CemntBd","Low","None",0,"TA","TA","Stone","TA","High","No","Low",988,0,"GasA","Med","Y","High","TA","Med","TA","Med",1999,"Unf",2,576,"TA","TA","Y",304,0,0,"Low","None","None",0,"Med","Med_High",168000,2625,200.142891618856,0.00417536534446764,2,0.000380952380952381,1,0,1,0,1,1,0,0
670,30,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",4,"5",1922,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","None","High","No","Med",0,0,"GasA","Ex","Y","High","Fa","High","TA","Med",1922,"Unf",1,252,"TA","Fa","Y",0,0,0,"Low","None","None",0,"Med","Med_High",137500,1880,187.70329614269,0.00423728813559322,1,0.000531914893617021,0,0,0,0,1,0,0,0
671,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",6,"5",2005,2005,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","High",193,0,"GasA","Ex","Y","High","Gd","High","Low","High",2005,"Fin",2,540,"TA","TA","Y",100,35,0,"Low","None","None",0,"Med","Med_High",173500,2214,156.913938674453,0.00474254742547425,3,0,1,0,1,0,1,1,1,0
672,70,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","High",6,"6",1925,1950,"Low","Low","Med","Low","None",0,"TA","Gd","BrkTil","TA","High","No","Low",551,0,"GasA","Med","N","High","TA","High","Low","Med",1930,"Unf",1,300,"TA","TA","Y",147,0,0,"Low","None","None",0,"Med","Med_High",103600,2041,135.418671077339,0.0043827611395179,2,0,0,0,1,0,1,1,0,0
673,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Fam","Med",6,"6",1977,1977,"Low","Low","Highest","Med","None",0,"Gd","TA","Stone","Gd","High","No","Med",767,0,"GasA","Med","Y","High","TA","High","TA","High",1977,"RFn",2,546,"TA","TA","Y",198,42,0,"Low","None","None",0,"Med","Med_High",165000,2416,179.450069888594,0.00496688741721854,2,0.000413907284768212,1,0,1,0,1,1,1,0
674,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",6,"7",1957,2004,"Med","Low","CemntBd","Highest","BrkFace",106,"TA","TA","Other","TA","High","No","High",1186,0,"GasA","Ex","Y","High","Gd","High","TA","High",1957,"Fin",2,416,"TA","TA","Y",0,87,200,"Low","None","None",0,"Med","Med_High",257500,3316,230.174872581584,0.00380641653072322,2,0.00060313630880579,1,1,1,0,1,0,1,1
675,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",6,"6",1965,1965,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Low",892,0,"GasA","Med","Y","High","TA","High","TA","High",1965,"RFn",1,384,"TA","TA","Y",426,0,0,"Low","None","None",0,"Med","Med_High",140000,2272,175.916630466254,0.00440140845070423,1,0.000440140845070423,1,0,1,0,1,1,0,0
676,160,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","fmCon","High",6,"6",1978,1978,"Low","Low","Highest","Low","None",0,"TA","TA","Stone","TA","High","No","Med",311,0,"GasA","Med","Y","High","TA","High","TA","High",1978,"Unf",2,440,"TA","TA","Y",28,0,0,"Low","None","None",0,"Med","Med_High",148500,2296,71.8434948556227,0.00485773768216516,3,0.000435540069686411,1,0,1,0,1,1,0,0
677,70,"Othr","Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","High",4,"Low",1900,1950,"Low","Low","Low","Low","None",0,"TA","TA","BrkTil","TA","Med","No","Med",0,0,"GasW","Med","N","High","TA","Med","Low","Med",1920,"Unf",3,779,"Fa","Fa","N",0,0,0,"Low","None","None",0,"Med","Med_High",87000,2869,157.979589711327,0.00450958286358512,2,0,0,0,0,0,1,0,0,0
678,30,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"8",1924,2006,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","BrkTil","TA","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","Med",1924,"Unf",1,240,"Fa","Fa","N",316,0,0,"Low","None","None",0,"Med","Med_High",109500,1560,146.984209213953,0.00631313131313131,1,0,1,0,0,0,1,1,0,0
679,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",8,"5",2008,2008,"Med","Low","VinylSd","VinylSd","Stone",464,"Gd","TA","Other","Ex","High","Med","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",2008,"Fin",3,834,"TA","TA","Y",322,82,0,"Low","None","None",0,"High","High",372500,4092,188.830142883302,0.00342130987292278,3,0.000244379276637341,1,1,0,0,1,1,1,0
680,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"5",1961,1961,"Med","Low","Med","Low","BrkFace",57,"TA","TA","Stone","TA","High","No","Low",827,0,"GasA","Med","Y","High","TA","High","Low","Med",1963,"Unf",2,572,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",128500,1976,169.673275582183,0.00506072874493927,1,0,1,1,1,0,1,0,0,0
681,120,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",6,"5",1980,1980,"Low","Low","Highest","Med","None",0,"TA","TA","Stone","Gd","High","No","Low",543,119,"GasA","Med","Y","High","TA","High","TA","High",1980,"RFn",1,264,"TA","TA","Y",80,0,0,"Low","None","None",0,"Med","Med_High",143000,1846,139.509776002401,0.00541711809317443,2,0.000541711809317443,1,0,1,1,1,1,0,0
682,50,"Othr","Pave","None","IRG","Bnk","AllPub","NotCulD","Gtl","Med_Low","Fam","Low",5,"5",1932,2000,"Low","Low","VinylSd","Low","None",0,"TA","TA","BrkTil","TA","High","No","Low",182,0,"GasA","Ex","Y","High","TA","High","Low","Med",1968,"Unf",1,281,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med",159434,2313,122.082039324994,0.00394736842105263,1,0,1,0,1,0,1,0,0,0
683,120,"RL","Pave","None","Reg","HLS","AllPub","NotCulD","Gtl","Med_High","Fam","Med",6,"5",1996,1997,"Low","Low","Med","Low","None",0,"TA","TA","Other","Gd","High","Med","High",1003,0,"GasA","Ex","Y","High","Gd","High","TA","High",1996,"Unf",2,431,"TA","TA","Y",307,0,0,"Low","None","None",0,"Med","Med_High",173000,2582,105.09935891723,0.00464756003098373,1,0.000387296669248644,1,0,1,0,1,1,0,0
684,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",9,"5",2002,2002,"Med","Low","VinylSd","VinylSd","Stone",215,"Gd","TA","Other","Gd","High","Med","High",1059,0,"GasA","Ex","Y","High","Gd","High","TA","High",2002,"Fin",3,702,"TA","TA","Y",257,45,0,"Low","None","None",0,"Med","Med_High",285000,3294,196.056588668503,0.00419664268585132,2,0.000303582270795386,1,1,1,0,1,1,1,0
685,60,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Lux","Fam","High",7,"5",1998,1998,"Low","Low","VinylSd","VinylSd","BrkFace",30,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","High",1998,"Fin",2,486,"TA","TA","Y",0,81,0,"Low","None","None",0,"Med","Med_High",221000,3034,187.499034745437,0.00380641653072322,3,0,1,1,0,0,1,0,1,0
686,160,"RL","Pave","None","IRG","Lvl","AllPub","CulD","Gtl","Lux","Fam","High",7,"5",1984,1984,"Low","Low","High","Med","None",0,"Gd","TA","Stone","Gd","High","Med","High",828,182,"GasA","Med","Y","High","Gd","Med","TA","High",1984,"Fin",2,577,"TA","TA","Y",219,0,0,"Low","None","None",0,"Med","Med_High",207500,3280,128.241945281036,0.00287081339712919,2,0.000304878048780488,1,0,1,1,1,1,0,0
687,60,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",7,"6",2007,2007,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",2007,"Fin",2,578,"TA","TA","Y",144,105,0,"Low","None","None",0,"High","High",227875,2635,185.029698603925,0.00397501419647927,3,0,1,0,0,0,1,1,1,0
688,160,"FV","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",7,"5",2004,2004,"Low","Low","Med","Low","None",0,"Gd","TA","Other","Gd","High","No","High",239,0,"GasA","Ex","Y","High","Gd","High","Low","Med",2004,"Unf",2,480,"TA","TA","Y",0,60,0,"Low","None","None",0,"Med","Med_High",148800,1653,128.656691388342,0.00362976406533575,3,0,1,0,1,0,1,0,1,0
689,20,"RL","Pave","None","Reg","HLS","AllPub","NotCulD","Gtl","Lux","Fam","Med",8,"6",2007,2007,"Low","Low","Med","Low","BrkFace",0,"Gd","TA","Other","Gd","High","Med","High",945,0,"GasA","Ex","Y","High","Gd","High","TA","High",2007,"RFn",2,567,"TA","TA","Y",140,0,0,"Low","None","None",0,"High","High",392000,2838,149.93886812719,0.00493305144467935,2,0.000352360817477097,1,0,1,0,1,1,0,0
690,120,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",6,"5",2005,2006,"Low","Low","VinylSd","VinylSd","Stone",256,"Gd","TA","Other","Gd","High","Med","Med",20,0,"GasA","Ex","Y","High","Gd","High","TA","High",2005,"RFn",2,460,"TA","TA","Y",192,28,0,"Low","None","None",0,"Med","Med_High",194700,2724,148.045964869143,0.00440528634361234,2,0.000367107195301028,1,1,1,0,1,1,1,0
691,120,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",6,"5",2004,2004,"Low","Low","VinylSd","VinylSd","BrkFace",147,"Gd","TA","Other","Gd","High","Gd","High",697,0,"GasA","Ex","Y","High","Gd","High","TA","High",2004,"RFn",2,420,"TA","TA","Y",149,0,0,"Low","None","None",0,"Med","Med_High",141000,1696,121.948138255935,0.0035377358490566,1,0.000589622641509434,1,1,1,0,1,1,0,0
692,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","High",10,"6",1994,1995,"Low","High","High","Med","BrkFace",1170,"Ex","TA","Other","Ex","High","Gd","High",1455,0,"GasA","Ex","Y","High","Ex","High","Ex","High",1994,"Fin",3,832,"TA","TA","Y",382,50,0,"Low","None","None",0,"Med","Med_High",755000,6760,250.748083462783,0.00231696014828545,4,0.00029585798816568,1,1,1,0,1,1,1,0
693,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Othr","High","Fam","High",7,"5",1989,1990,"Med","Low","Med","Low","BrkFace",293,"Gd","TA","Other","Gd","High","Gd","High",965,0,"GasA","Ex","Y","High","Gd","High","TA","High",1989,"RFn",2,628,"TA","TA","Y",320,27,0,"Low","None","None",0,"Med","Med_High",335000,3729,203.7961680634,0.00357284636760619,3,0.00053633681952266,1,1,1,0,1,1,1,0
694,30,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Othr","Low","Fam","Med",5,"6",1921,1968,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Med",0,0,"GasA","Ex","Y","High","TA","High","Low","Med",1968,"Unf",1,326,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med",108480,2146,133.484692283495,0.00372786579683131,1,0,1,0,0,0,1,0,0,0
695,50,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",5,"6",1936,1950,"Low","Low","Med","Low","None",0,"TA","Po","BrkTil","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","Med",1995,"Unf",2,576,"TA","TA","Y",112,0,0,"Low","Med","None",0,"Med","Med_High",141500,2466,129.230428862432,0.0032488628979857,2,0,0,0,0,0,1,1,0,0
696,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Fam","Med",6,"6",1987,1987,"Low","Low","High","Med","BrkFace",72,"TA","TA","Stone","Gd","High","No","High",980,40,"GasA","Med","Y","High","Gd","High","TA","High",1987,"Unf",2,551,"TA","TA","Y",125,0,0,"Low","None","None",0,"Med","Med_High",176000,2249,171.520211027721,0.00439753737906772,2,0.000444642063139173,1,1,1,1,1,1,0,0
697,30,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"7",1921,1950,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",616,0,"GasA","Med","Y","High","TA","High","Low","Med",1921,"Unf",1,205,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",89000,1232,127.459666924148,0.00649350649350649,1,0,0,0,1,0,1,0,0,0
698,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"7",1952,1952,"Low","Low","Med","Low","None",0,"TA","TA","Other","Ex","High","Med","Low",210,551,"GasA","Med","Y","Med","TA","High","Low","Med",1952,"Unf",1,308,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",123500,2128,137.124902496041,0.00522648083623693,1,0,1,0,1,1,1,0,0,0
699,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"8",1965,2009,"Low","Low","Med","Low","None",0,"TA","Gd","Stone","TA","High","No","High",553,117,"GasA","Ex","Y","High","TA","High","TA","Med",1973,"Unf",1,336,"TA","TA","Y",416,144,0,"Low","Med","None",0,"Med","Med_High",138500,1788,156.923881554251,0.00559284116331096,1,0.000559284116331096,1,0,1,1,1,1,1,0
700,120,"FV","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","High","Fam","Med",7,"5",2004,2004,"Low","Low","Med","Low","None",0,"Gd","TA","Other","Gd","High","Med","High",16,0,"GasA","Ex","Y","High","Gd","High","Low","High",2004,"RFn",2,530,"TA","TA","Y",156,158,0,"Low","None","None",0,"Med","Med_High",196000,2782,124.436992595932,0.00359453630481668,2,0,1,0,1,0,1,1,1,0
701,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","Med",8,"5",2002,2002,"Med","Low","VinylSd","VinylSd","BrkFace",630,"Gd","TA","Other","Ex","High","Gd","High",1274,0,"GasA","Ex","Y","High","Gd","High","TA","High",2002,"Fin",3,765,"TA","TA","Y",270,78,0,"Low","None","None",0,"Med","Med_High",312500,3600,204.712154771351,0.00388888888888889,2,0.000277777777777778,1,1,1,0,1,1,1,0
702,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",7,"5",1969,1969,"Med","Low","High","Med","BrkFace",168,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","High",1969,"Unf",2,528,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",140000,2328,177.979589711327,0.00515463917525773,2,0,1,1,0,0,1,0,0,0
703,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","High",8,"5",2006,2006,"Med","Low","VinylSd","VinylSd","BrkFace",466,"Ex","TA","Other","Ex","High","No","Med",0,0,"GasA","Ex","Y","High","Ex","High","TA","Highest",2006,"Fin",3,666,"TA","TA","Y",324,100,0,"Low","None","None",0,"High","High",361919,3810,193.525781772647,0.00388198757763975,3,0.00026246719160105,1,1,0,0,1,1,1,0
704,190,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","fmCon","High",5,"9",1900,1996,"Low","Low","Med","Low","None",0,"TA","Gd","BrkTil","Gd","High","No","Med",0,0,"GasA","Med","Y","High","Gd","High","Low","Med",1999,"Unf",2,672,"TA","TA","N",344,0,0,"Low","Med","None",0,"Med","Med_High",140000,2172,163.34987120769,0.00441501103752759,2,0.000460405156537753,1,0,0,0,1,1,0,0
705,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",7,"5",2004,2005,"Low","Low","VinylSd","VinylSd","BrkFace",109,"Gd","TA","Other","Gd","High","Med","High",712,0,"GasA","Ex","Y","High","Gd","High","Low","High",2004,"RFn",2,606,"TA","TA","Y",0,35,0,"Low","None","None",0,"Med","Med_High",213000,2957,161.651513899117,0.00471698113207547,2,0,1,1,1,0,1,0,1,0
706,190,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","fmCon","High",4,"5",1930,1950,"Med","Low","VinylSd","Low","None",0,"Fa","Po","Slab","None","Med","None","None",0,0,"GasA","Med","N","High","Fa","Med","Low","Low",9999,"None",0,0,"None","None","N",0,0,0,"Low","None","Othr",3500,"Med","Med_High",55000,1092,144.833147735479,0.00641025641025641,2,0,0,0,0,0,0,0,0,0
707,20,"RL","Pave","None","IRG","Low","AllPub","CulD","Othr","Med_High","Fam","Med",7,"5",1971,2002,"Low","Low","Highest","Med","Stone",351,"TA","TA","Stone","Gd","High","Gd","High",1219,0,"GasA","Med","Y","High","Gd","High","TA","High",1971,"Unf",2,739,"TA","TA","Y",380,48,0,"Low","None","None",0,"Med","Med_High",302000,3467,686.233129149402,0.00274122807017544,2,0.000576867608883761,1,1,1,0,1,1,1,0
708,120,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",8,"5",2006,2006,"Med","Low","Med","Low","BrkFace",176,"Gd","TA","Other","Gd","High","No","High",863,0,"GasA","Ex","Y","High","Gd","High","TA","High",2006,"Fin",2,550,"TA","TA","Y",192,38,0,"Low","None","None",0,"Med","Med_High",254000,2648,126.993670632526,0.00453172205438067,2,0.000377643504531722,1,1,1,0,1,1,1,0
