"Id","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","DtSold"
1431,"Fin",2,372,"TA","TA","Y",100,40,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
1432,"RFn",2,440,"TA","TA","Y",0,60,0,0,0,0,"None","None","None",0,"WD","Normal",2009-10-01
1433,"Unf",1,216,"Fa","Fa","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
1434,"Fin",2,451,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
1435,"RFn",2,484,"TA","TA","P",295,41,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
1436,"RFn",2,462,"TA","TA","Y",0,36,0,0,0,0,"None","GdPrv","None",0,"COD","Abnorml",2008-07-01
1437,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2007-05-01
1438,"Fin",3,774,"TA","TA","Y",0,66,0,304,0,0,"None","None","None",0,"New","Partial",2008-11-01
1439,"Unf",2,923,"TA","TA","Y",0,158,158,0,0,0,"None","MnPrv","None",0,"WD","Normal",2010-04-01
1440,"RFn",2,550,"TA","TA","Y",0,88,216,0,0,0,"None","None","None",0,"WD","Normal",2007-11-01
1441,"Fin",2,672,"TA","TA","Y",431,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-09-01
1442,"RFn",2,420,"TA","TA","Y",149,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
1443,"Fin",3,812,"TA","TA","Y",168,52,0,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
1444,"Unf",1,192,"Fa","Po","P",0,98,0,0,40,0,"None","None","None",0,"WD","Normal",2009-05-01
1445,"RFn",2,626,"TA","TA","Y",192,60,0,0,0,0,"None","None","None",0,"WD","Normal",2007-11-01
1446,"Unf",1,240,"TA","TA","Y",0,0,252,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1447,"Unf",1,312,"TA","TA","P",261,39,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1448,"RFn",2,556,"TA","TA","Y",0,65,0,0,0,0,"None","None","None",0,"WD","Normal",2007-12-01
1449,"Unf",1,384,"Fa","TA","Y",168,24,0,0,0,0,"None","GdWo","None",0,"WD","Normal",2007-05-01
1450,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-08-01
1451,"None",0,0,"None","None","Y",32,45,0,0,0,0,"None","None","None",0,"WD","Normal",2009-09-01
1452,"Fin",3,840,"TA","TA","Y",0,36,0,0,0,0,"None","None","None",0,"New","Partial",2009-05-01
1453,"Fin",2,525,"TA","TA","Y",0,28,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
1454,"None",0,0,"None","None","Y",36,56,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-07-01
1455,"RFn",2,400,"TA","TA","Y",0,113,0,0,0,0,"None","None","None",0,"WD","Normal",2009-10-01
1456,"RFn",2,460,"TA","TA","Y",0,40,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
1457,"Unf",2,500,"TA","TA","Y",349,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2010-02-01
1458,"RFn",1,252,"TA","TA","Y",0,60,0,0,0,0,"None","GdPrv","Shed",2500,"WD","Normal",2010-05-01
1459,"Unf",1,240,"TA","TA","Y",366,0,112,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1460,"Fin",1,276,"TA","TA","Y",736,68,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
