"Id","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt"
1304,"Ex","Y","SBrkr",1616,0,0,1616,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2005"
1305,"Ex","Y","SBrkr",976,732,0,1708,0,0,2,0,3,1,"Gd",7,"Maj1",0,"None","Detchd","2004"
1306,"Ex","Y","SBrkr",1652,0,0,1652,1,0,2,0,2,1,"Ex",6,"Typ",2,"Ex","Attchd","2006"
1307,"Ex","Y","SBrkr",1368,0,0,1368,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","2005"
1308,"Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","2000"
1309,"Ex","Y","SBrkr",1122,0,0,1122,1,0,1,0,2,1,"Gd",6,"Typ",0,"None","Attchd","1948"
1310,"Gd","Y","SBrkr",1294,0,0,1294,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","1991"
1311,"TA","Y","SBrkr",1902,0,0,1902,1,0,2,0,3,1,"Ex",7,"Typ",2,"TA","Attchd","1959"
1312,"Ex","Y","SBrkr",1274,0,0,1274,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","2005"
1313,"Ex","Y","SBrkr",1453,1357,0,2810,0,0,2,1,4,1,"Gd",9,"Typ",1,"Ex","Attchd","1990"
1314,"Ex","Y","SBrkr",1422,1177,0,2599,0,0,2,1,4,1,"Gd",10,"Typ",1,"TA","BuiltIn","1999"
1315,"Ex","Y","SBrkr",948,0,0,948,1,0,1,0,3,1,"TA",5,"Typ",1,"TA","Detchd","1956"
1316,"TA","Y","SBrkr",1092,1020,0,2112,0,0,2,1,4,1,"TA",9,"Typ",2,"Gd","Attchd","1969"
1317,"Ex","Y","SBrkr",1630,0,0,1630,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd","2008"
1318,"Ex","Y","SBrkr",1352,0,0,1352,0,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","2006"
1319,"Ex","Y","SBrkr",1787,0,0,1787,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","2001"
1320,"Ex","Y","SBrkr",948,0,0,948,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","1954"
1321,"Gd","Y","SBrkr",1478,0,0,1478,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","1957"
1322,"TA","N","SBrkr",720,0,0,720,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1955"
1323,"Ex","Y","SBrkr",1061,862,0,1923,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","1992"
1324,"Gd","Y","SBrkr",708,0,0,708,0,0,1,0,2,1,"Fa",5,"Typ",0,"None","None","None"
1325,"Ex","Y","SBrkr",1795,0,0,1795,0,0,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd","2007"
1326,"Fa","N","SBrkr",796,0,0,796,0,0,1,0,2,1,"TA",5,"Typ",0,"None","None","None"
1327,"Ex","Y","SBrkr",774,0,0,774,0,0,1,0,3,1,"Gd",6,"Typ",0,"None","None","None"
1328,"Ex","Y","SBrkr",816,0,0,816,0,1,1,0,3,1,"Gd",5,"Typ",1,"Ex","Attchd","1982"
1329,"Ex","Y","SBrkr",1584,1208,0,2792,0,0,2,0,5,1,"TA",8,"Mod",2,"TA","Detchd","1920"
1330,"Gd","Y","SBrkr",955,677,0,1632,0,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd","1998"
1331,"Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2006"
1332,"Gd","Y","SBrkr",954,0,0,954,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","1976"
1333,"Ex","Y","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",3,"Typ",1,"Gd","Detchd","1958"
1334,"Ex","Y","SBrkr",803,557,0,1360,0,0,1,1,2,1,"Gd",6,"Typ",0,"None","Detchd","1951"
1335,"TA","Y","SBrkr",765,600,0,1365,0,0,1,1,3,1,"TA",7,"Min1",0,"None","Attchd","1970"
1336,"TA","Y","SBrkr",1334,0,0,1334,0,1,2,0,2,1,"TA",6,"Typ",1,"TA","Attchd","1977"
1337,"TA","Y","SBrkr",1656,0,0,1656,0,0,2,0,4,2,"TA",8,"Typ",0,"None","Detchd","1973"
1338,"Fa","N","FuseA",693,0,0,693,0,0,1,0,2,1,"Fa",4,"Typ",0,"None","None","None"
1339,"Ex","Y","SBrkr",920,941,0,1861,1,0,2,1,3,1,"Gd",8,"Typ",0,"None","BuiltIn","2002"
1340,"Ex","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","1972"
1341,"TA","Y","SBrkr",872,0,0,872,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1974"
1342,"Ex","Y","SBrkr",1114,0,0,1114,1,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd","2004"
1343,"Ex","Y","SBrkr",1284,885,0,2169,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2002"
1344,"Gd","Y","SBrkr",1172,741,0,1913,0,0,1,1,3,1,"TA",9,"Typ",1,"TA","Detchd","1929"
1345,"Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","2006"
1346,"Gd","Y","FuseA",960,0,0,960,0,0,1,0,2,1,"Fa",5,"Typ",0,"None","Detchd","1997"
1347,"TA","Y","SBrkr",2156,0,0,2156,0,0,2,0,3,1,"TA",9,"Typ",1,"Gd","Attchd","1968"
1348,"Ex","Y","SBrkr",1776,0,0,1776,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2006"
1349,"Ex","Y","SBrkr",1494,0,0,1494,1,0,2,0,3,1,"Gd",5,"Typ",1,"Fa","Attchd","1998"
1350,"Fa","N","SBrkr",938,1215,205,2358,0,0,2,0,4,1,"TA",8,"Typ",0,"None","None","None"
1351,"TA","Y","SBrkr",1338,1296,0,2634,1,1,2,2,6,2,"TA",12,"Typ",0,"None","Detchd","1969"
1352,"Ex","Y","SBrkr",858,858,0,1716,0,0,1,1,4,1,"TA",8,"Typ",1,"Gd","Attchd","1962"
1353,"TA","Y","SBrkr",786,390,0,1176,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1999"
1354,"Ex","Y","SBrkr",2053,1185,0,3238,1,0,2,1,4,1,"Gd",9,"Typ",1,"Ex","Attchd","1996"
1355,"Ex","Y","SBrkr",992,873,0,1865,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","2000"
1356,"Gd","Y","SBrkr",1222,698,0,1920,0,0,3,0,4,1,"Gd",8,"Typ",1,"TA","Attchd","1968"
1357,"TA","Y","SBrkr",892,0,0,892,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","1966"
1358,"Ex","Y","SBrkr",1078,0,0,1078,1,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Attchd","1971"
1359,"Ex","Y","SBrkr",769,804,0,1573,0,0,2,1,3,1,"Gd",5,"Typ",0,"None","Detchd","2000"
1360,"Ex","Y","SBrkr",1980,0,0,1980,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd","2004"
1361,"Ex","Y","SBrkr",990,1611,0,2601,0,0,3,1,4,1,"TA",8,"Typ",0,"None","BuiltIn","1998"
1362,"Ex","Y","SBrkr",1530,0,0,1530,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2005"
1363,"Gd","Y","SBrkr",1281,457,0,1738,0,0,2,0,4,1,"TA",7,"Typ",1,"Gd","Attchd","1920"
1364,"Ex","Y","SBrkr",616,796,0,1412,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","BuiltIn","2007"
1365,"Ex","Y","SBrkr",520,600,80,1200,0,0,2,1,2,1,"Gd",4,"Typ",0,"None","Detchd","2005"
1366,"Ex","Y","SBrkr",814,860,0,1674,1,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","2000"
1367,"Ex","Y","SBrkr",882,908,0,1790,1,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","1999"
1368,"Ex","Y","SBrkr",925,550,0,1475,0,0,2,0,4,1,"TA",6,"Typ",1,"TA","Attchd","1977"
1369,"Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",4,"Typ",0,"None","Attchd","2003"
1370,"Ex","Y","SBrkr",1668,0,0,1668,1,0,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd","2003"
1371,"Ex","Y","SBrkr",840,534,0,1374,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd","1967"
1372,"Gd","Y","SBrkr",1661,0,0,1661,1,0,1,0,3,1,"Gd",8,"Typ",1,"TA","BuiltIn","1955"
1373,"Ex","Y","SBrkr",1108,989,0,2097,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Detchd","1998"
1374,"Ex","Y","SBrkr",2633,0,0,2633,1,0,2,1,2,1,"Ex",8,"Typ",2,"Gd","Attchd","2001"
1375,"Ex","Y","SBrkr",1026,932,0,1958,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd","2005"
1376,"Ex","Y","SBrkr",1571,0,0,1571,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","2007"
1377,"TA","N","SBrkr",790,0,0,790,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","1925"
1378,"Ex","Y","SBrkr",984,620,0,1604,0,0,2,0,3,1,"TA",6,"Min2",0,"None","Detchd","1977"
1379,"TA","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"TA",5,"Typ",0,"None","Detchd","1973"
1380,"Gd","Y","SBrkR",754,640,0,1394,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","BuiltIn","2007"
1381,"TA","N","FuseF",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1938"
1382,"Ex","Y","SBrkr",2117,0,0,2117,0,0,2,1,4,1,"TA",7,"Typ",2,"Gd","Attchd","1970"
1383,"Ex","Y","SBrkr",998,764,0,1762,1,0,1,1,4,1,"Gd",8,"Typ",0,"None","Detchd","1989"
1384,"Ex","Y","SBrkr",1416,0,0,1416,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2007"
1385,"TA","Y","SBrkr",698,560,0,1258,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd","1939"
1386,"Gd","Y","SBrkr",796,358,0,1154,1,0,1,0,3,1,"Gd",7,"Typ",0,"None","Detchd","1922"
1387,"TA","Y","SBrkr",1392,1392,0,2784,1,0,3,1,5,1,"Gd",12,"Typ",2,"TA","Attchd","1978"
1388,"TA","N","SBrkr",1664,862,0,2526,0,0,2,0,5,1,"Gd",10,"Typ",1,"Gd","Detchd","1916"
1389,"Ex","Y","SBrkr",1746,0,0,1746,1,0,2,0,3,1,"Ex",7,"Typ",2,"Gd","Attchd","2006"
1390,"Ex","Y","SBrkr",869,349,0,1218,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd","2003"
1391,"Ex","Y","SBrkr",1525,0,0,1525,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","2000"
1392,"TA","Y","SBrkr",1584,0,0,1584,0,0,2,0,4,2,"TA",8,"Mod",0,"None","Detchd","1967"
1393,"TA","Y","SBrkr",900,0,0,900,1,0,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd","1967"
1394,"Ex","N","SBrkr",1221,691,0,1912,0,0,2,0,3,2,"TA",7,"Typ",1,"TA","Detchd","2003"
1395,"Ex","Y","SBrkr",1500,0,0,1500,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","2006"
1396,"Ex","Y","SBrkr",1133,1349,0,2482,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn","2005"
1397,"TA","Y","SBrkr",1687,0,0,1687,1,0,1,0,3,1,"TA",7,"Min1",2,"TA","Detchd","1966"
1398,"Ex","Y","SBrkr",939,574,0,1513,0,0,1,1,4,1,"TA",8,"Typ",0,"None","Detchd","1933"
1399,"Gd","Y","FuseA",1136,768,0,1904,1,0,1,1,3,1,"TA",7,"Min1",0,"None","Attchd","1950"
1400,"Ex","Y","SBrkr",1160,448,0,1608,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Detchd","1925"
1401,"TA","Y","SBrkr",950,208,0,1158,0,0,1,0,3,1,"TA",5,"Typ",1,"Gd","BuiltIn","1929"
1402,"Ex","Y","SBrkr",864,729,0,1593,1,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd","2004"
1403,"Ex","Y","SBrkr",1294,0,0,1294,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","2006"
1404,"Ex","Y","SBrkr",1464,0,0,1464,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","2007"
1405,"TA","Y","SBrkr",694,520,0,1214,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","1998"
1406,"Ex","Y","SBrkr",1646,0,0,1646,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","2004"
1407,"TA","Y","SBrkr",768,0,0,768,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","1988"
1408,"Ex","Y","SBrkr",833,0,0,833,1,0,1,0,3,1,"TA",5,"Typ",0,"None","None","None"
1409,"Gd","Y","SBrkr",741,622,0,1363,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","1966"
1410,"Gd","Y","SBrkr",1236,857,0,2093,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1986"
1411,"Ex","Y","SBrkr",944,896,0,1840,1,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd","2001"
1412,"Ex","Y","SBrkr",1112,556,0,1668,0,0,1,1,3,1,"TA",6,"Min2",0,"None","Attchd","1950"
1413,"Fa","N","FuseF",1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"None","Detchd","1956"
1414,"Ex","Y","SBrkr",1844,0,0,1844,1,0,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd","2005"
1415,"Gd","Y","SBrkr",1053,795,0,1848,0,0,1,1,4,1,"Gd",8,"Typ",1,"Gd","Detchd","1922"
1416,"Ex","Y","SBrkr",1569,0,0,1569,0,1,2,0,1,1,"Gd",7,"Typ",1,"TA","Attchd","2007"
1417,"Gd","Y","SBrkr",1246,1044,0,2290,0,0,2,0,4,2,"TA",11,"Typ",0,"None","Detchd","1971"
1418,"Ex","Y","SBrkr",1310,1140,0,2450,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","1998"
1419,"TA","Y","SBrkr",1144,0,0,1144,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Detchd","1962"
1420,"Gd","Y","SBrkr",1844,0,0,1844,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","1969"
1421,"Gd","Y","SBrkr",708,708,0,1416,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1968"
1422,"TA","Y","SBrkr",1069,0,0,1069,0,0,2,0,2,1,"TA",4,"Typ",1,"Fa","Attchd","1977"
1423,"Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",0,"None","Attchd","2003"
1424,"TA","Y","SBrkr",1575,626,0,2201,0,0,2,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd","1966"
1425,"TA","Y","SBrkr",1344,0,0,1344,1,0,1,0,2,1,"TA",6,"Min1",1,"TA","Detchd","1970"
1426,"Ex","Y","SBrkr",1252,0,0,1252,0,0,1,0,3,1,"Gd",7,"Typ",0,"None","Detchd","1960"
1427,"Ex","Y","SBrkr",1223,904,0,2127,1,0,2,1,3,1,"Gd",5,"Typ",2,"TA","Attchd","1994"
1428,"TA","Y","FuseA",1048,510,0,1558,1,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","1962"
1429,"TA","Y","SBrkr",804,0,0,804,1,0,1,0,2,1,"Gd",4,"Typ",2,"Gd","Attchd","1940"
1430,"Ex","Y","SBrkr",1440,0,0,1440,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","1981"
1431,"Ex","Y","SBrkr",734,1104,0,1838,0,0,2,1,4,1,"TA",7,"Typ",1,"Gd","BuiltIn","2005"
1432,"TA","Y","SBrkr",958,0,0,958,0,0,2,0,2,1,"TA",5,"Typ",0,"None","Attchd","1976"
1433,"TA","Y","SBrkr",968,0,0,968,0,0,2,0,4,1,"TA",5,"Typ",0,"None","Detchd","1928"
1434,"Ex","Y","SBrkr",962,830,0,1792,1,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd","2000"
1435,"Fa","Y","SBrkr",1126,0,0,1126,1,0,2,0,3,1,"TA",5,"Typ",1,"Gd","Attchd","1977"
1436,"TA","Y","SBrkr",1537,0,0,1537,1,0,1,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","1962"
1437,"TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","1974"
1438,"Ex","Y","SBrkr",1932,0,0,1932,1,0,2,0,2,1,"Ex",7,"Typ",1,"Gd","Attchd","2008"
1439,"TA","Y","FuseA",1236,0,0,1236,1,0,1,0,2,1,"TA",6,"Typ",0,"None","Attchd","1957"
1440,"TA","Y","SBrkr",1040,685,0,1725,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","1979"
1441,"Fa","Y","SBrkr",1423,748,384,2555,0,0,2,0,3,1,"TA",11,"Min1",1,"Gd","Detchd","1993"
1442,"Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",1,"TA","Attchd","2004"
1443,"Ex","Y","SBrkr",1026,981,0,2007,1,0,2,1,3,1,"Ex",10,"Typ",1,"Ex","Attchd","2008"
1444,"Fa","N","FuseF",952,0,0,952,0,0,1,0,2,1,"Fa",4,"Typ",1,"Gd","Detchd","1916"
1445,"Ex","Y","SBrkr",1422,0,0,1422,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","2004"
1446,"Gd","Y","SBrkr",913,0,0,913,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","1990"
1447,"TA","Y","SBrkr",1188,0,0,1188,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","1962"
1448,"Ex","Y","SBrkr",1220,870,0,2090,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","1995"
1449,"Gd","N","SBrkr",796,550,0,1346,0,0,1,1,2,1,"TA",6,"Min2",0,"None","Detchd","1950"
1450,"Ex","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"Ex",3,"Typ",0,"None","None","None"
1451,"TA","Y","SBrkr",896,896,0,1792,0,0,2,2,4,2,"TA",8,"Typ",0,"None","None","None"
1452,"Ex","Y","SBrkr",1578,0,0,1578,0,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd","2008"
1453,"Gd","Y","SBrkr",1072,0,0,1072,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Basment","2005"
1454,"Ex","Y","SBrkr",1140,0,0,1140,0,0,1,0,3,1,"TA",6,"Typ",0,"None","None","None"
1455,"Ex","Y","SBrkr",1221,0,0,1221,1,0,2,0,2,1,"Gd",6,"Typ",0,"None","Attchd","2004"
1456,"Ex","Y","SBrkr",953,694,0,1647,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","1999"
1457,"TA","Y","SBrkr",2073,0,0,2073,1,0,2,0,3,1,"TA",7,"Min1",2,"TA","Attchd","1978"
1458,"Ex","Y","SBrkr",1188,1152,0,2340,0,0,2,0,4,1,"Gd",9,"Typ",2,"Gd","Attchd","1941"
1459,"Gd","Y","FuseA",1078,0,0,1078,1,0,1,0,2,1,"Gd",5,"Typ",0,"None","Attchd","1950"
1460,"Gd","Y","SBrkr",1256,0,0,1256,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","1965"
